item_id;vectors
1140;0.508309|0.5006326|0.53664005|0.56730676|-1.2145714|-0.51478535|-0.45388746|0.19797705|0.72121954|-0.08301473|0.33263108|0.6455138|0.55756754|-0.040492818|0.49831444|0.47912866|-0.10365209|-0.33292767|-0.17428374|-0.46255702|0.16761625|0.039453655|-0.28249905|0.3629826|-0.122837365|0.65979135|0.5904152|-0.22627702|0.34060284|-0.2517697|-0.1261151|-0.19235528|0.55675817|-0.8032571|0.18625206|-0.41238874|-0.70747757|0.34588665|0.79178965|-0.04585031|0.8742826|-0.046086937|-0.39416733|-0.36495632|-0.2710392|0.15684971|-0.6815837|-0.5045519|-0.14205989|-0.5208841|0.5560109|0.15208046|0.10409117|0.106119156|-0.13650732|-0.19208443|-0.44218457|0.5267309|-0.010806441|0.41283235|-0.08932625|-0.48154646|0.33336306|0.8835513|0.2546512|-0.508579|-0.7325171|-0.21787797|0.07382731|-0.12024264|0.093988895|-0.2555281|-0.06266743|-0.33659357|0.05063551|-0.22221188|0.40821195|0.16670454|-0.37890148|-0.4729731|-0.14613044|0.80287313|0.19656691|-0.66114235|-0.42824998|0.20010598|-0.07854962|-0.50999427|0.4794089|0.48907602|-0.5150612|-0.11424033|-0.12444289|0.2465344|-0.4321697|0.4329914|-0.13188434|-0.14991504|-0.3501982|0.16116074
1141;0.45450947|0.6437212|0.012083828|0.9993229|-0.90185285|-0.064344585|-0.02874118|0.040933892|0.64957786|-0.015785336|0.78291976|-0.046110123|0.5013994|-0.028328218|0.13472167|0.21906376|0.52332973|-0.26283732|0.03705375|-0.39690992|-0.3121981|0.46825558|0.2687412|0.39877617|-0.22341833|0.62054753|0.5144056|-0.95251477|-0.11992626|-0.45969996|0.13995443|0.025394574|0.86048174|-0.71919847|0.23449954|-0.5845758|-0.3901072|0.62117237|0.3411546|0.26005143|0.8027647|0.62448364|-0.22767241|-0.40654802|-0.4021711|0.6871605|-0.7806903|-0.33279598|-0.06093475|-0.26179338|0.8659353|0.07514074|0.383918|0.10886228|-0.0312128|-0.83996546|-0.5884012|0.2917011|-0.43732783|-0.35762247|0.29605156|-0.19604482|-0.00803183|0.64826334|0.41008282|-0.25987965|-0.12519868|-0.24496599|0.5023333|-0.12535208|-0.747942|0.08308278|0.37840003|-0.39574423|0.33655268|0.15649626|0.052690685|0.54063267|-0.22439186|-0.44956362|-0.5363318|0.69107056|-0.42275125|-0.5716538|-0.5956112|0.24186936|0.26042527|-0.2551843|0.78216046|0.5200612|-0.8394878|-0.18751995|-0.5101169|0.5499464|-0.111711375|0.37872806|0.36052266|-0.06197226|0.2820379|0.07454085
1142;0.33741337|0.7293446|0.56924164|0.45968002|-0.44637102|-0.37392327|-0.23156005|0.24558727|1.0798956|-0.81632376|0.22967398|0.17717475|0.3747984|0.3063218|0.56943804|0.20817378|0.027686536|-0.4443985|-0.123022534|-0.58797127|0.24329278|0.19265015|-0.3412438|0.65344566|0.15101184|0.53537893|0.16576779|-0.43804902|0.38652736|-0.38664496|0.053532407|-0.30549967|0.15603438|-0.7066729|0.15187004|-0.6236031|-0.384072|0.48104972|0.39198577|0.031334974|0.8445637|0.29240197|-0.15235417|-0.45330507|-0.39281857|0.3308177|-0.49297494|-0.39368877|-0.16682304|-0.14070877|0.535941|0.44300848|0.3021018|-0.02349773|-0.07122017|-0.3373435|-0.34353673|0.75085324|-0.37369978|0.0878457|-0.041715413|-0.38843942|0.1369761|0.304188|0.2139749|-0.32901984|-0.8512018|-0.09306575|0.45664465|-0.6276024|0.19278657|-0.23068684|0.4402274|-0.31513023|0.38292706|-0.052005846|0.5836819|0.6563837|-0.22645183|-0.18750316|-0.32130942|0.5521574|-0.023312606|-0.49895817|-0.581633|-0.07084659|0.31962612|-0.037937775|0.37887922|0.703472|-0.19943619|-0.0068381876|-0.35298777|0.693848|0.3016204|0.5516808|0.43303552|0.17997764|-0.26058847|0.09592995
1143;0.35381058|0.48616093|0.2950581|0.27629933|-0.52091384|-0.41008002|-0.37141368|0.3421226|0.48704526|-0.7864244|0.39357427|0.27046013|0.349616|-0.2613758|0.34580886|0.20573674|0.19318865|-0.52211684|-0.15941462|-0.52948314|0.27769324|-0.0637168|-0.253119|0.23427647|0.077965625|0.5763384|0.1597796|-0.2175663|0.11061497|-0.16834621|-0.24616714|-0.24187945|0.23052716|-0.51358694|0.29830733|-0.5532235|-0.38148507|0.46653655|0.35791188|-0.114473715|0.63680756|0.23237622|-0.35063702|-0.3972438|-0.35156658|0.097433046|-0.5113677|-0.42605877|-0.21416038|-0.12252104|0.21586157|0.04928278|0.24493206|0.47402912|-0.031139418|-0.3092187|-0.2669198|0.66082555|-0.46484572|-0.22429599|-0.36575517|-0.31484056|0.083391845|0.28446823|0.27586892|-0.0026614591|-0.2831901|0.15422945|0.09142892|-0.1414231|-0.15927288|-0.22179905|0.21347585|-0.12180972|0.29971665|0.00889746|0.23395875|0.58588207|-0.35109895|-0.06360119|-0.4294684|0.53896993|-0.12686309|-0.24415228|-0.21637675|0.529512|0.05433321|-0.17864077|0.07145673|0.4917875|-0.24089755|-0.19381645|-0.0003376156|0.54754037|-0.010529362|0.2569857|0.39767826|0.28135768|-0.045969106|0.41122892
1144;0.4639659|0.69701785|0.17970414|0.3710188|-0.4324805|-0.24963057|-0.4486121|0.38352925|0.23376332|-0.6084577|0.37448606|0.50091565|0.3827821|-0.06306399|0.5718411|0.06806141|0.32953906|-0.45240888|-0.14432403|-0.6733967|0.47600406|0.25264466|-0.28830317|0.25542107|-0.009978384|0.41135144|-0.07412507|-0.45244074|0.23106197|-0.42832962|-0.06429908|-0.4739427|0.38163686|-0.43874136|0.14542153|-0.70026505|-0.42786708|0.33389127|0.38495943|-0.18604432|0.8354372|0.40042508|-0.24572338|-0.5363254|-0.23070638|0.3641232|-0.6386546|-0.41583255|-0.42944255|-0.41520005|0.24026287|0.10987705|-0.0056756884|0.6351179|-0.22550017|-0.1910221|-0.49302235|0.5755234|-0.5133021|-0.13881707|-0.27239442|-0.6405531|0.44428697|0.34076953|0.6640506|0.061350137|-0.2912099|-0.33947366|0.16493869|-0.33606392|-0.14593658|-0.24627572|0.582772|-0.13385522|0.057826392|-0.3980862|0.3036666|0.56282365|-0.38703713|0.0507275|0.043200254|0.4823515|0.03287337|-0.38095713|-0.1981532|0.59470975|0.33574772|-0.37980124|-0.10487245|0.7633811|-0.5510055|-0.6609524|0.07488578|0.5146953|0.33544695|0.5634625|0.0012844503|0.49044508|-0.03896326|0.21848373
1145;0.14288983|0.20712009|0.56755805|-0.10795975|-0.79410315|-0.016795993|-0.35809818|0.010365769|0.6332607|-0.081107974|0.60672337|0.5127406|0.3108346|-0.13388132|0.7938127|-0.09585887|0.029412419|-0.7823936|-0.44830573|-0.9636245|0.1516587|0.31170985|-0.95096856|0.18616125|-0.2037996|0.28558215|-0.22111908|-0.51362544|-0.3929705|-0.2630865|0.33726335|-0.06572437|-0.053397477|-0.37760645|-0.21600798|-0.86418766|-0.30349737|-0.104029596|0.2037392|0.3701474|0.848452|0.47685698|-0.30011198|-0.23901214|-0.0577676|-0.23935425|-0.4192377|-0.7931387|0.16428563|-0.21236566|0.45370364|0.46788067|-0.020155802|0.6424986|0.03834004|0.15528023|-0.19036005|0.7151923|-0.41755903|-0.35196468|-0.4562359|-0.38989502|0.44306052|-0.0017229915|0.22554442|0.014638908|0.28286496|-0.16143893|0.15009394|-0.26158038|-0.29321474|-0.3436492|0.390413|-0.6760675|0.3523594|-0.3536165|0.54877746|0.51133424|-0.1726081|0.19580002|-0.22111207|0.16170955|0.03317541|-0.57029366|0.20374143|0.5735368|0.1469039|0.19562963|-0.7082476|0.8868714|-0.6676195|-0.8820148|-0.082151204|0.6358026|0.097806|0.23162633|0.4303099|0.55028725|-0.32181007|-0.28687018
1146;0.21310472|0.5752188|-0.239696|0.1758377|-0.1602681|-0.030774742|-0.17579015|0.021578759|0.26724768|-1.0321262|0.5833661|0.46454585|0.27379012|0.23991401|0.1569897|0.59466565|0.25816447|-0.45981374|-0.73856926|-0.6302867|0.27549535|-0.0115508735|-0.1262162|-0.08835617|0.49468845|0.38898683|0.7198164|-0.32562464|0.30604368|0.12599763|-0.097327024|-0.1316824|0.19886199|-0.6105667|0.36314964|-0.82352227|-0.60647917|0.49508062|0.61359465|0.14356175|0.5532421|0.6477474|-0.58586985|-0.27911058|-0.26755375|0.12388208|-0.40334648|-0.2296817|0.24080786|-0.4657362|0.37048328|-0.24838322|-0.14215647|0.17919146|-0.05090874|-0.24930023|-0.52776694|0.22137672|-0.32585818|-0.11478807|-0.23477125|-0.5052093|0.42346692|0.542016|0.62197953|0.22591089|-0.35228825|-0.13648477|0.5330771|-0.11133346|-0.24739292|-0.30502346|0.5246927|-0.31344464|0.048461072|0.20276156|0.15591301|0.4746931|-0.4539417|-0.41523516|0.08978176|0.6805712|0.23006007|-0.5686654|-0.27624688|0.48588955|0.065830976|-0.49893704|0.25513792|0.28966576|-0.08150558|-0.19528233|-0.19796565|0.5273893|-0.12622955|0.35678422|0.6135749|0.100415975|-0.10836758|0.415767
1147;0.13986811|1.0042998|0.37495172|0.40115327|-0.9709608|-0.59733987|-0.36465752|0.3442173|0.2831453|-0.25089905|0.4370217|0.6615592|0.8928418|-0.36882663|0.6850299|0.4906492|0.33233416|-0.6211625|-0.39484057|-0.47343555|0.77856886|-0.027714208|-0.085538015|0.066856846|0.5721704|0.22037047|0.2962994|-0.5001664|0.7459504|-0.08526425|0.12260954|-0.7266883|0.11717467|-0.49630365|0.4304306|-0.82978946|-0.306068|0.5750234|0.51153797|0.15855736|0.7430184|0.75751|-0.52338|-0.8833958|-0.58332413|0.23592761|-0.3596068|-0.3145703|0.05098056|-0.069113925|0.029469118|0.1862076|-0.5248039|0.27633876|-0.24007675|-0.13837995|-0.24922457|0.8177351|-0.6448379|0.18846552|-0.5186906|-0.46215823|1.0201656|0.25540626|0.20842308|-0.6416019|-0.55158436|-0.22197859|0.19180086|-0.41545796|-0.32299456|-0.17523322|0.14467843|-0.19199984|0.00072851777|-0.31153026|0.4777388|0.44642493|-0.4613166|-0.31660658|-0.26664478|0.30148154|-0.18279883|-0.12564571|-0.44384575|0.6566285|0.37955076|0.025325865|-0.092163906|0.7814168|-0.39464492|-0.012396917|0.23662403|0.3617199|-0.10753303|0.08815205|0.17230031|0.61533785|0.64903253|0.9870918
1148;0.38975102|1.0075428|0.2552119|0.36301452|-0.39988893|-0.049893975|-0.060373664|0.5080683|0.119717985|-0.6429084|0.4602279|-0.16458589|0.9132569|0.08097875|0.6311207|0.32189506|0.2924423|-1.0880549|-0.66162074|-1.1804469|0.63242203|-0.021540955|-0.311129|0.57754683|0.73798615|0.89442605|0.079184644|-0.8969494|0.13961208|-0.10838263|0.098019406|0.14246504|0.3300189|-0.6382963|0.46051794|-0.69252527|-0.5053476|0.45779833|0.66290736|0.038122855|0.50448334|0.23188871|-0.6334623|-0.22121604|-0.1413466|-0.14374763|-0.7312033|-0.38216242|-0.49384496|0.5200539|0.22360137|0.09629376|1.1703953|0.29090512|-0.20069696|-0.37673828|-0.7865325|0.65367234|-0.5164547|-0.34289965|-0.41010565|-0.53367615|0.3206732|-0.00033953786|0.45456985|-0.23355119|-0.68876165|-0.14378886|-0.003952369|-0.20729731|-0.3555454|-0.71946394|0.27074394|-0.18128982|0.6859087|-0.1541214|0.94584304|0.2628916|-0.64876723|-0.3747723|-0.44283977|0.5112137|-0.35563543|-0.24445936|0.20640892|0.7660668|0.47522068|-0.1028965|-0.11054124|0.38546693|-0.23066206|-0.19091251|0.40344587|0.84291416|0.3890455|0.34535605|0.34797773|0.7503513|-0.8170047|0.14284745
1149;0.17840979|0.6424266|0.28930756|0.17343712|-0.6966428|0.021802753|-0.39103532|0.07318792|0.28464082|-0.6481067|0.5526083|0.38794592|0.3083399|-0.8311578|0.28612906|0.6897296|0.16643855|-0.36844957|-0.19262591|-0.7596211|0.41963378|0.2763843|0.4905455|0.16353956|-0.22369793|0.24623284|-0.062197283|-0.30393088|-0.17727487|-0.27903885|-0.21051297|-0.14492166|0.5673961|-0.5789199|0.2001401|-0.560111|-0.95122707|0.6029834|0.8026445|0.39533463|0.58878165|0.48573807|-0.27123383|-0.78570557|-0.30560854|0.30805662|-0.15880522|-0.24985555|-0.030649673|-0.19472653|0.24128376|0.28505683|0.25697175|0.5128851|-0.4778172|-0.42931953|-0.09306383|0.6189401|-0.37096855|-0.12338882|-0.4465255|-0.5555551|-0.05256486|0.4337659|0.6096922|0.06201486|0.120411634|-0.36104053|0.19674823|-0.5188658|0.008210748|-0.5686818|0.47637045|0.22107318|0.32085013|-0.64672315|0.3900663|0.68852854|-0.6445657|-0.12628159|-0.010692358|0.4157952|0.09678421|0.027329445|-0.091912836|0.49378905|0.47068825|-0.11843667|-0.017754138|0.077721596|-0.15478754|-0.09585952|-0.14463018|0.45994544|0.23680738|0.627061|0.4570424|0.28657445|0.066906676|0.24576789
1150;0.4122365|0.5173257|0.24573684|0.246947|-0.6912114|-0.14093989|-0.46850842|0.37997013|0.26996806|-0.96807945|0.7468641|0.18225579|0.13402669|-0.39312494|0.34232998|0.17323706|0.3939916|-0.46239418|-0.4173701|-0.58542633|0.15595669|0.17421976|0.20345256|0.07481471|-0.022849351|0.2071495|-0.33164334|-0.34360918|0.060170457|-0.36149493|-0.27184215|-0.039938822|0.5742074|-0.31031632|0.16894576|-0.79071736|-0.8175267|0.5375417|0.5833545|0.13389358|0.7490479|0.60460687|-0.32718623|-0.6733944|-0.6400513|0.27791947|-0.55564195|-0.3001645|-0.15659568|-0.058273837|0.06206292|0.31755072|0.19434902|0.4010265|-0.31972027|-0.62616384|-0.19832617|0.60161847|-0.5939218|-0.25788572|-0.26330772|-0.22991101|0.062173888|-0.18405741|0.30771026|0.28298295|-0.2919293|-0.08638914|0.13960564|-0.3943289|-0.20680556|-0.12986065|0.19845116|0.14949834|0.16768658|-0.06481304|0.94003856|0.6759795|-0.33742565|-0.0020035952|-0.11730699|0.5446282|-0.002638787|-0.017095625|-0.40453684|0.4356349|0.15483733|-0.08049129|0.17978418|0.36075974|-0.36786088|0.11343534|-0.13181943|0.35347962|0.10449763|0.5021213|0.30744836|0.48387295|0.19145189|0.55163103
1151;-0.023082554|1.0015823|1.0726721|1.0305961|-0.7291369|-0.7050588|-0.15880246|0.12097501|0.75763106|-0.39096665|0.72111034|0.7075459|0.35082236|-0.17221308|0.5338551|0.10174619|0.42759553|-0.6157651|-0.02454342|-0.9923969|0.72300273|0.22116598|-0.4885349|0.82714546|0.19613871|0.70118654|-0.33915526|-0.2651002|-0.06281094|-0.3016221|0.2547602|-0.034345165|0.5402835|-0.20790648|0.16828808|-0.64833325|-0.86329746|0.57173216|0.7373589|0.28499764|0.4427975|0.3968823|-0.12154113|-0.94598985|-0.64882433|-0.0082038045|-1.0409524|0.24142495|0.05581359|-0.09730098|0.20947245|0.16927537|0.75097454|0.8685194|-0.201534|-0.10309635|-0.6100823|1.0016756|-0.5636291|0.07530299|0.11315632|-0.6285874|0.21686152|0.2736998|0.0028239936|0.23189685|-0.3422498|0.43613422|0.081757516|-0.48775145|-0.2951938|-0.48703402|0.5850432|-0.62923574|0.7429892|-0.7008966|0.54557616|0.7395804|0.27922192|-0.36241105|-0.5809026|0.3778084|0.38150468|-0.13806319|-0.74549776|-0.13642019|0.18564054|0.53137076|0.48914802|0.5017704|-0.46327978|-0.21395594|0.07373994|0.012503356|-0.037792765|0.7037714|0.24153662|0.365088|-0.32233983|0.85618114
1152;0.1423702|0.6538537|0.24839792|0.27055436|-0.30797088|-0.24206893|-0.1987508|0.23396207|0.8055869|-0.8169216|0.4100178|0.21025042|0.5660553|-0.106717095|0.51767695|0.5818093|0.09745977|-0.64579034|-0.5339326|-0.65182495|0.2091579|0.23377681|-0.083654|0.20585783|0.20464945|0.63852084|-0.08889787|-0.34241736|-0.017129824|0.07670286|-0.39662182|-0.17281702|0.47912964|-0.58358|0.39085034|-0.513149|-0.19108224|0.29184046|0.49575382|-0.10351108|0.6652098|0.46126527|-0.5408882|-0.15869239|-0.36541343|-0.049901217|-0.83547723|-0.2696564|0.09241793|0.004853435|0.5333098|0.10327706|0.3691805|0.7294096|-0.19457257|-0.44313148|-0.21225858|0.07506934|-0.637658|-0.23828831|-0.3064636|-0.29675654|0.43864197|0.45488885|0.13545676|0.32608753|0.2051045|0.20342827|0.51664084|-0.051563576|-0.31087562|-0.18266174|0.3256417|-0.18535867|0.26565886|0.1046707|0.38895798|0.9530277|-0.4933501|-0.24725442|-0.4161737|0.121283084|0.276654|-0.3205684|-0.22469562|0.47701323|0.24054319|-0.17685397|0.01373221|0.5297064|-0.1801682|-0.31326327|-0.21729103|0.5719339|0.27195328|0.7448374|0.39566815|0.36773664|-0.16372898|0.77708757
1153;0.39274505|1.344338|0.4130762|0.5875542|-0.8317246|-0.2990877|-0.46413368|0.64293253|-0.18163756|-0.67518014|0.16022164|0.5019672|0.72579986|-0.08525047|0.1205537|0.1591331|0.25689328|-0.09441963|-0.32096484|-0.57919884|0.88537806|0.31642947|0.11810222|0.45968878|0.34486848|0.50519073|0.12776999|-0.12055752|0.36658478|0.09239456|0.1919827|-0.20911068|0.1312737|-0.33877242|0.06779635|-0.5434352|-0.35515326|0.85115373|0.21166243|-0.25044295|1.0022693|0.48930895|-0.046574622|-0.30691373|-0.3119148|0.462781|-1.028756|-0.1905887|0.16552901|0.11326835|-0.045152783|0.13829319|0.0963188|0.29645133|-0.2045866|-0.22470331|-0.47798383|0.592776|-0.62857693|-0.046323612|-0.23632339|-0.56172097|0.7729206|0.19355814|0.0807029|0.44916177|0.13851738|0.6046702|-0.13981654|0.23010412|-0.8106818|-0.7074892|0.17130402|-0.5638362|-0.21196808|-0.0884555|0.43308574|0.86023736|-0.5001412|-0.064612485|-0.41471815|0.850646|-0.49560443|-0.035288393|-0.5205897|0.75533366|-0.088341504|0.10474515|-0.6203001|0.7320476|-0.36505646|-0.09388614|-0.0002465397|0.67287296|0.1665519|0.20470758|0.07616019|0.5012609|0.14469667|0.46417698
1154;0.35717675|0.5588749|-0.6718185|0.5993504|-0.6672754|-0.083815634|-0.10391775|0.8388891|0.561936|-1.0761774|0.48607078|0.1695295|0.20057721|-0.10559893|0.9836079|-0.10679248|0.07451599|-0.4416361|-0.1501016|-0.60407156|0.37952977|0.16706127|0.37758315|0.07850069|0.24679926|0.63339806|-0.00579077|-0.63069427|-0.14209257|-0.4881891|-0.28943992|-0.2309196|0.0017766654|-0.5736933|0.90108716|-0.67053425|-0.740347|0.119726926|0.6861386|-0.34895748|1.0532837|0.046336085|-0.3861554|0.092767686|-0.12358549|-0.04243815|-0.31484717|-0.54238796|-0.5492439|-0.2238687|0.4743174|0.0018193871|0.8844403|0.7303052|-0.6077133|-0.62759143|-0.56216943|-0.07421121|-0.8210248|-0.43875068|0.024601966|-0.44047645|0.67407143|0.26416874|0.4956733|-0.041369006|0.26789197|0.59462047|0.13056277|-0.50214994|-0.52423894|-0.13400608|0.72201467|-0.40676278|0.5399761|-0.29383686|0.38562495|0.7988718|-0.36314493|0.15177031|-0.37369674|0.27528515|-0.40622604|-0.29316488|-0.16568586|0.11693621|0.58914554|-0.08513807|-0.30449203|0.0056137443|-0.29351938|-0.13902546|0.29094929|0.51840395|0.41229138|0.36869258|0.5325521|0.42556104|-0.4185052|0.88645434
1155;0.22532704|0.71201503|-0.36988607|0.37145874|-0.661481|-0.20000222|-0.39252928|0.755346|0.59672296|-1.0863792|0.4715947|0.28086028|0.3526228|0.0066551417|0.7308037|0.007861137|0.13674688|-0.31280747|-0.16827154|-0.57565296|0.05133921|0.427352|0.25272894|-0.012453258|0.217424|0.7228667|-0.21908835|-0.28878853|-0.5484772|-0.30383265|-0.47304142|-0.10509045|-0.17862418|-0.5774971|0.8797709|-0.54429007|-0.5168512|0.40967575|0.45591223|-0.31461447|0.82454145|0.23718627|-0.25300187|-0.07505661|-0.15152872|0.09786561|-0.4031958|-0.42381954|-0.54339653|-0.2030288|0.26088902|0.24963069|0.70827276|0.8600553|-0.4368772|-0.8235216|-0.65464145|0.012163132|-0.79574627|-0.29219168|-0.083823025|-0.6410505|0.5080283|0.43918902|0.4265191|0.19509071|0.2738432|0.51134175|0.0017046928|-0.17300652|-0.2681622|-0.12531826|0.7416184|-0.35144478|0.58652896|-0.12577344|0.28533584|0.7751429|-0.45427778|0.20069079|-0.3383193|0.18324447|-0.2816752|-0.39832404|-0.35006353|0.3182067|0.56221604|0.039244145|-0.2744663|0.113150656|-0.47630656|-0.42986375|0.043919772|0.43042773|0.33681342|0.0032032132|0.3797782|0.50071555|-0.35096502|0.7214145
1156;0.47389114|0.61417073|0.48859888|0.44874096|-0.4813001|-0.08462429|-0.14100523|0.46771026|0.26493853|-0.38979262|0.56225026|0.24847127|0.15285197|-0.0026032925|0.39092308|0.10116069|0.45402288|-0.5742059|-0.08390869|-0.2744096|0.06728691|0.15753227|-0.40919518|0.08628942|0.15493244|0.5258813|0.19215743|-0.20945248|0.3674907|-0.67747235|-0.18822557|-0.37194598|0.45291632|-0.7724249|0.40339568|-0.26151577|-0.55075246|0.41766077|0.064624935|-0.40539485|0.98110855|0.11590274|-0.2127262|-0.14570367|-0.21272229|0.09206655|-0.772232|-0.49351698|-0.24800768|-0.19046232|0.123373896|-0.0343803|0.6775151|0.56752867|-0.11986047|-0.8240845|-0.7301364|0.18545803|-0.55344176|-0.2821859|-0.062455952|-0.062995285|0.2924573|0.35253322|0.3958798|-0.11250305|-0.14897038|0.6196687|0.40775615|-0.5915762|-0.20230587|0.09411593|0.5731608|-0.04609129|0.39479256|0.23893173|0.02985859|0.5855135|-0.45338586|-0.3121314|-0.13208407|0.50898963|-0.028376866|-0.6015421|-0.22211933|0.37114355|0.16637596|-0.34562415|0.47272176|-0.008848131|-0.21281333|-0.19044581|-0.20398131|0.16745406|0.29126242|0.5302884|0.46342403|0.3416325|-0.3920349|0.6487442
1157;0.30954355|0.5236232|-0.047027588|0.39277843|-0.62304914|-0.23145826|-0.37644014|0.42193043|0.50575304|-0.90256274|0.5413623|0.41610914|0.36126453|-0.18742964|0.6239451|0.15286186|0.17466924|-0.3787139|-0.26656026|-0.5354998|0.37545022|-0.04985228|-0.1433689|0.16314682|0.28437197|0.820989|-0.096403554|-0.30912727|0.18291496|-0.06537939|-0.29292384|-0.29349107|-0.06625512|-0.52776647|0.39995795|-0.7004572|-0.42243856|0.60385925|0.502905|-0.14649679|1.0069997|0.13788393|-0.4966823|-0.24088588|-0.32340288|-0.020323098|-0.35871285|-0.42497823|-0.35254246|0.0029038787|0.37114257|0.046250664|0.36151075|0.5254708|-0.38246796|-0.481381|-0.57744193|0.24507314|-0.6130028|-0.09985869|-0.10102603|-0.4765715|0.350973|0.22101863|0.2918612|0.10830757|-0.12777658|0.30799675|0.12492871|-0.30869585|-0.17001413|-0.31878158|0.3279432|-0.48936352|0.4890967|-0.018481363|0.15950248|0.60614306|-0.2487981|-0.13258389|-0.4035184|0.45840222|-0.20542881|-0.34567547|-0.3402123|0.45326197|0.09053703|-0.15637004|0.1004449|0.19843197|-0.33719504|-0.13681386|0.10702682|0.71077037|0.47815526|0.20842986|0.27130014|0.3152576|-0.057330582|0.4719969
1158;-0.2444391|-0.010890245|0.05433905|0.10405381|-0.6890233|-0.81948566|-0.4186705|0.10090913|0.36796626|-1.0403284|0.33278877|0.7224034|0.7797023|0.21102937|0.47370628|0.3806429|-0.24016738|0.07948464|-0.18597397|-0.81165737|0.44437164|-0.17427763|0.51624167|-0.21558234|0.2694035|0.39178708|-0.13437945|-0.054537237|0.40059206|0.094249874|0.14300056|-0.015346423|0.5959246|-0.87786317|0.40421513|-1.1005461|-0.2848643|0.23632851|0.41122645|0.0033307746|0.16417244|-0.0070687532|-0.3579357|-0.61574787|-0.17192398|-0.053503215|-0.7417481|-0.41803664|0.021247|0.33089584|0.99271286|0.15575762|0.11325983|0.0561516|-0.14608271|-0.31739888|-0.79057586|0.50699353|-0.26563644|-0.29210138|-0.11969395|-0.3875096|0.39299607|0.090494305|0.24072996|-0.101538|0.2084904|0.12516025|-0.06614821|-0.19072191|-0.5500566|-0.62379867|0.25399235|-0.3624391|0.1538733|0.28077796|0.1809818|0.7759493|-0.028120995|-0.22054395|-0.24428537|0.5953591|0.035900958|0.030749798|-0.19317807|0.31194666|-0.065740734|0.041015178|0.32154733|0.6860795|-0.2617607|-0.18405382|-0.16606301|0.2281065|-0.07500448|0.36973146|0.035592973|0.45303553|-0.36522204|0.5114891
1159;0.3123908|0.8347415|0.9105954|0.24014765|-0.35227767|-0.49321625|0.20810884|0.20721745|-0.06758693|-0.3903746|0.13407946|0.49331418|0.5657656|-0.22425401|0.3465154|-0.09879741|0.14479177|-0.59292185|0.36345428|-0.664561|0.877478|-0.1606515|-0.3341181|0.49345624|0.34571964|0.54082274|-0.2842454|-0.7760793|0.44146124|0.14672822|-0.5489387|-0.31592047|0.25626373|-0.67638457|-0.082653105|-0.9465716|-0.25649014|0.2854352|0.2762658|-0.31793967|0.74351364|0.2577904|-0.18345039|-0.97102284|-0.46083874|0.41569632|-0.762745|-0.4439595|0.07252582|-0.014310326|0.5229645|0.6165724|-0.00826852|-0.049086332|-0.72879833|-0.4090067|-0.12222618|0.54085046|-0.21515563|0.15507728|0.4540372|-0.2805006|0.050276622|0.45986775|0.16101015|-0.15652178|-0.5933759|-0.0071126223|-0.1411192|-0.18501534|-0.3004891|0.2293884|0.48108345|-0.10298514|0.42889947|0.095927075|1.1563835|0.99440813|-0.5443285|0.0018325597|-0.38025403|0.15446728|-0.115317866|0.10702309|-0.27714637|0.5836204|0.2553775|0.029285789|0.5346013|0.39040852|0.028888702|-0.19526936|-0.6655758|0.27383667|0.14681494|0.47523034|0.3148035|0.34300604|0.22026648|0.9921693
1160;0.6823952|1.3218949|0.54012126|0.4153732|-0.7664468|-0.5993153|-0.36075786|0.102908105|0.7251382|-0.69408417|0.17835084|0.974244|0.20569153|-0.0723031|0.97596014|-0.20229736|0.18192837|-0.7667085|-0.35021195|-0.37858623|0.36535475|0.48216832|-0.013298407|-0.3614209|0.5447854|0.020977616|0.21059024|-0.35842666|0.53677016|-0.9127325|-0.08287732|-0.583472|0.028320223|-0.4949314|0.82582974|-0.8503052|-0.19247201|0.77675396|0.50321954|-0.010343626|0.72259575|1.0266911|-0.21652143|-0.6624167|-0.89353293|0.40281564|-0.9231688|-0.77811706|-0.2956057|-0.40372142|0.23058197|0.23032308|0.47390336|0.23922825|-0.266963|-0.08160788|0.27464497|0.8051305|-0.72577435|0.32755855|0.007737577|-0.30799696|0.5364274|0.5070923|0.27468175|-0.35381776|-0.053136945|0.3584991|0.20334955|-0.5472592|-0.4852508|0.05246961|0.48378932|-0.4134808|-0.6504944|-0.07755324|0.5675695|0.8747156|-0.6554869|-0.90631914|-0.379971|0.39222756|0.29801482|-0.95217854|-0.25809875|0.10124987|0.11898288|-0.3825915|-0.21257806|1.1050754|0.025213689|-0.272798|0.14539704|0.7559822|0.43828008|0.73029405|-0.1709589|0.25451317|0.18089889|0.70593333
